"mpg","cyl","disp","hp","drat","qsec","vs","am","gear","carb","wt_lbs","id","speed_lim","ticket_amount"
17.8,6,167.6,157,3.92,18.9,1,0,4,4,2692,"car_type_11",65,0
21.4,6,258,110,3.08,19.44,1,0,3,1,3215,"car_type_4",65,0
27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",65,0
21,6,160,127,3.9,16.46,0,1,4,4,2436,"car_type_1",65,901
22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",65,0
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",65,0
22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",65,0
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",65,1154
16.4,8,275.8,180,3.07,17.4,0,0,3,3,4070,"car_type_12",65,0
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",65,0
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",65,0
22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",65,0
14.7,8,440,269,3.23,17.42,0,0,3,4,5109,"car_type_17",65,936
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",65,909
21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",65,0
18.7,8,360,175,3.15,17.02,0,0,3,2,3440,"car_type_5",65,0
21,6,160,110,3.9,16.46,0,1,4,4,2620,"car_type_1",65,0
21,6,160,133,3.9,16.46,0,1,4,4,2576,"car_type_1",65,0
15,8,301,335,3.54,14.6,0,1,5,8,3570,"car_type_31",65,0
21,6,160,110,3.9,16.46,0,1,4,4,2620,"car_type_1",65,0
22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",65,0
22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",65,0
21.5,4,120.1,114,3.7,20.01,1,0,3,1,2503,"car_type_21",65,0
21,6,160,110,3.9,16.46,0,1,4,4,2620,"car_type_1",65,0
24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",65,0
21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",65,0
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",65,0
10.4,8,460,215,3,17.82,0,0,3,4,5424,"car_type_16",65,0
15.8,8,351,305,4.22,14.5,0,1,5,4,2996,"car_type_29",65,0
22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",65,0
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",65,0
15.2,8,304,150,3.15,17.3,0,0,3,2,3435,"car_type_23",65,0
10.4,8,472,205,2.93,17.98,0,0,3,4,5250,"car_type_15",65,0
19.2,8,400,175,3.08,17.05,0,0,3,2,3845,"car_type_25",65,1188
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",65,0
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",65,0
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",65,0
21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",65,0
21,6,160,110,3.9,16.46,0,1,4,4,2620,"car_type_1",65,0
27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",65,0
16.4,8,275.8,180,3.07,17.4,0,0,3,3,4070,"car_type_12",65,0
22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",65,0
14.3,8,360,245,3.21,15.84,0,0,3,4,3570,"car_type_7",65,998
15,8,301,419,3.54,14.6,0,1,5,8,3372,"car_type_31",65,0
24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",65,0
15.5,8,318,175,2.76,16.87,0,0,3,2,3136,"car_type_22",65,938
17.3,8,275.8,216,3.07,17.6,0,0,3,3,3504,"car_type_13",65,998
21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",65,0
27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",65,0
24.4,4,146.7,74,3.69,20,1,0,4,2,2839,"car_type_8",65,0
18.7,8,360,203,3.15,17.02,0,0,3,2,2778,"car_type_5",65,0
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",65,0
15.2,8,275.8,180,3.07,18,0,0,3,3,3780,"car_type_14",65,0
15.2,8,304,150,3.15,17.3,0,0,3,2,3435,"car_type_23",65,0
22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",65,0
17.8,6,167.6,123,3.92,18.9,1,0,4,4,3440,"car_type_11",65,0
21,6,160,110,3.9,16.46,0,1,4,4,2620,"car_type_1",65,0
18.1,6,225,105,2.76,20.22,1,0,3,1,3460,"car_type_6",65,0
17.3,8,275.8,180,3.07,17.6,0,0,3,3,3730,"car_type_13",65,0
17.8,6,167.6,123,3.92,18.9,1,0,4,4,3440,"car_type_11",65,0
27.3,4,79,81,4.08,18.9,1,1,4,1,1820,"car_type_26",65,0
19.2,6,167.6,123,3.92,18.3,1,0,4,4,3440,"car_type_10",65,0
21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",65,0
24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",65,0
10.4,8,472,205,2.93,17.98,0,0,3,4,5250,"car_type_15",65,0
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",65,904
27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",65,0
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",65,0
15.2,8,275.8,222,3.07,18,0,0,3,3,3119,"car_type_14",65,1061
21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",65,0
24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",65,0
21,6,160,133,3.9,16.46,0,1,4,4,2417,"car_type_1",65,1016
17.3,8,275.8,180,3.07,17.6,0,0,3,3,3730,"car_type_13",65,0
17.3,8,275.8,180,3.07,17.6,0,0,3,3,3730,"car_type_13",65,0
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",65,0
17.3,8,275.8,180,3.07,17.6,0,0,3,3,3730,"car_type_13",65,0
24.4,4,146.7,76,3.69,20,1,0,4,2,3109,"car_type_8",65,0
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",65,0
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",65,0
15.2,8,304,150,3.15,17.3,0,0,3,2,3435,"car_type_23",65,844
24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",65,0
30.4,4,95.1,125,3.77,16.9,1,1,5,2,1382,"car_type_28",65,808
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",65,0
18.7,8,360,175,3.15,17.02,0,0,3,2,3440,"car_type_5",65,0
21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",65,0
19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",65,829
22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",65,0
10.4,8,472,205,2.93,17.98,0,0,3,4,5250,"car_type_15",65,0
30.4,4,75.7,61,4.93,18.52,1,1,4,2,1564,"car_type_19",65,0
19.2,6,167.6,123,3.92,18.3,1,0,4,4,3440,"car_type_10",65,0
19.2,8,400,175,3.08,17.05,0,0,3,2,3845,"car_type_25",65,0
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",65,0
21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",65,0
17.8,6,167.6,123,3.92,18.9,1,0,4,4,3440,"car_type_11",65,0
15.2,8,275.8,180,3.07,18,0,0,3,3,3780,"car_type_14",65,0
22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",65,0
21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",65,0
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",65,0
17.3,8,275.8,180,3.07,17.6,0,0,3,3,3730,"car_type_13",65,0
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",65,0
15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",65,0
19.2,8,400,212,3.08,17.05,0,0,3,2,3220,"car_type_25",65,0
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",65,0
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",65,0
33.9,4,71.1,79,4.22,19.9,1,1,4,1,1664,"car_type_20",65,0
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",65,0
10.4,8,460,215,3,17.82,0,0,3,4,5424,"car_type_16",65,0
15.8,8,351,264,4.22,14.5,0,1,5,4,3170,"car_type_29",65,0
21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",65,0
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",65,0
19.2,8,400,175,3.08,17.05,0,0,3,2,3845,"car_type_25",65,0
15.2,8,275.8,180,3.07,18,0,0,3,3,3780,"car_type_14",65,0
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",65,0
27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",65,0
26,4,120.3,107,4.43,16.7,0,1,5,2,2046,"car_type_27",65,0
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",65,0
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",65,0
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",65,0
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",65,0
17.3,8,275.8,180,3.07,17.6,0,0,3,3,3730,"car_type_13",65,0
15.2,8,304,176,3.15,17.3,0,0,3,2,3026,"car_type_23",65,946
26,4,120.3,109,4.43,16.7,0,1,5,2,2155,"car_type_27",65,0
19.2,8,400,175,3.08,17.05,0,0,3,2,3845,"car_type_25",65,0
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",65,0
27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",65,0
24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",65,0
21.4,6,258,110,3.08,19.44,1,0,3,1,3215,"car_type_4",65,0
17.3,8,275.8,180,3.07,17.6,0,0,3,3,3730,"car_type_13",65,0
21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",65,0
21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",65,0
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",65,0
22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",65,0
19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",65,1230
21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",65,0
24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",65,0
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",65,0
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",65,1025
21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",65,0
14.7,8,440,230,3.23,17.42,0,0,3,4,5345,"car_type_17",65,0
21.4,6,258,110,3.08,19.44,1,0,3,1,3215,"car_type_4",65,0
19.2,8,400,175,3.08,17.05,0,0,3,2,3845,"car_type_25",65,0
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",65,0
21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",65,0
21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",65,0
18.7,8,360,175,3.15,17.02,0,0,3,2,3440,"car_type_5",65,0
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",65,1021
15.2,8,275.8,180,3.07,18,0,0,3,3,3780,"car_type_14",65,0
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",65,0
10.4,8,472,205,2.93,17.98,0,0,3,4,5250,"car_type_15",65,0
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",65,0
15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",65,0
18.1,6,225,105,2.76,20.22,1,0,3,1,3460,"car_type_6",65,0
21.4,4,121,133,4.11,18.6,1,1,4,2,2552,"car_type_32",65,0
17.3,8,275.8,180,3.07,17.6,0,0,3,3,3730,"car_type_13",65,0
21.4,6,258,126,3.08,19.44,1,0,3,1,2961,"car_type_4",65,900
15,8,301,335,3.54,14.6,0,1,5,8,3570,"car_type_31",65,787
14.7,8,440,230,3.23,17.42,0,0,3,4,5345,"car_type_17",65,0
15.8,8,351,264,4.22,14.5,0,1,5,4,3170,"car_type_29",65,1035
14.3,8,360,245,3.21,15.84,0,0,3,4,3570,"car_type_7",65,998
21.4,6,258,110,3.08,19.44,1,0,3,1,3215,"car_type_4",65,0
19.2,8,400,175,3.08,17.05,0,0,3,2,3845,"car_type_25",65,0
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",65,0
27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",65,0
18.1,6,225,105,2.76,20.22,1,0,3,1,3460,"car_type_6",65,0
14.7,8,440,230,3.23,17.42,0,0,3,4,5345,"car_type_17",65,0
10.4,8,460,215,3,17.82,0,0,3,4,5424,"car_type_16",65,0
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",65,0
24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",65,0
21,6,160,138,3.9,16.46,0,1,4,4,2266,"car_type_1",65,1102
30.4,4,95.1,134,3.77,16.9,1,1,5,2,1426,"car_type_28",65,965
15,8,301,335,3.54,14.6,0,1,5,8,3570,"car_type_31",65,835
19.2,8,400,175,3.08,17.05,0,0,3,2,3845,"car_type_25",65,1000
21,6,160,130,3.9,17.02,0,1,4,4,2458,"car_type_2",65,968
14.3,8,360,245,3.21,15.84,0,0,3,4,3570,"car_type_7",65,0
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",65,0
27.3,4,79,81,4.08,18.9,1,1,4,1,1732,"car_type_26",65,1041
15.2,8,275.8,180,3.07,18,0,0,3,3,3780,"car_type_14",65,0
10.4,8,460,215,3,17.82,0,0,3,4,5424,"car_type_16",65,0
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",65,774
21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",65,0
21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",65,0
10.4,8,460,215,3,17.82,0,0,3,4,5424,"car_type_16",65,0
14.3,8,360,245,3.21,15.84,0,0,3,4,3570,"car_type_7",65,0
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",65,0
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",65,0
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",65,0
22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",65,0
21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",65,0
22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",65,0
17.8,6,167.6,123,3.92,18.9,1,0,4,4,3440,"car_type_11",65,0
15,8,301,335,3.54,14.6,0,1,5,8,3570,"car_type_31",65,886
21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",65,0
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",65,0
14.3,8,360,245,3.21,15.84,0,0,3,4,3570,"car_type_7",65,987
27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",65,0
21,6,160,110,3.9,16.46,0,1,4,4,2620,"car_type_1",65,1143
13.3,8,350,245,3.73,15.41,0,0,3,4,3840,"car_type_24",65,1047
22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",65,0
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",65,0
30.4,4,95.1,139,3.77,16.9,1,1,5,2,1417,"car_type_28",65,1063
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",65,0
19.2,6,167.6,123,3.92,18.3,1,0,4,4,3440,"car_type_10",65,0
22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",65,0
17.8,6,167.6,123,3.92,18.9,1,0,4,4,3440,"car_type_11",65,0
21,6,160,110,3.9,16.46,0,1,4,4,2620,"car_type_1",65,0
18.7,8,360,175,3.15,17.02,0,0,3,2,3440,"car_type_5",65,1011
19.2,6,167.6,123,3.92,18.3,1,0,4,4,3440,"car_type_10",65,0
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",65,1001
15,8,301,335,3.54,14.6,0,1,5,8,3570,"car_type_31",65,1040
27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",65,0
19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",65,0
21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",65,0
15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",65,0
26,4,120.3,112,4.43,16.7,0,1,5,2,1893,"car_type_27",65,0
22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",65,0
19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",65,0
10.4,8,472,230,2.93,17.98,0,0,3,4,4892,"car_type_15",65,847
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",65,0
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",65,0
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",65,0
21,6,160,140,3.9,16.46,0,1,4,4,2276,"car_type_1",65,0
15,8,301,335,3.54,14.6,0,1,5,8,3570,"car_type_31",65,860
21,6,160,134,3.9,16.46,0,1,4,4,2178,"car_type_1",65,1038
21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",65,0
15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",65,0
15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",65,0
17.8,6,167.6,123,3.92,18.9,1,0,4,4,3440,"car_type_11",65,0
21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",65,0
17.3,8,275.8,180,3.07,17.6,0,0,3,3,3730,"car_type_13",65,0
22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",65,0
21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",65,0
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",65,0
22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",65,0
14.3,8,360,245,3.21,15.84,0,0,3,4,3570,"car_type_7",65,1009
17.8,6,167.6,146,3.92,18.9,1,0,4,4,3429,"car_type_11",65,981
14.7,8,440,230,3.23,17.42,0,0,3,4,5345,"car_type_17",65,0
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",65,0
21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",65,1104
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",65,0
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",65,0
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",65,0
19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",65,0
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",65,0
21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",65,0
16.4,8,275.8,180,3.07,17.4,0,0,3,3,4070,"car_type_12",65,0
21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",65,0
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",65,0
17.3,8,275.8,180,3.07,17.6,0,0,3,3,3730,"car_type_13",65,0
18.1,6,225,105,2.76,20.22,1,0,3,1,3460,"car_type_6",65,0
15.2,8,275.8,180,3.07,18,0,0,3,3,3780,"car_type_14",65,0
18.7,8,360,175,3.15,17.02,0,0,3,2,3440,"car_type_5",65,1087
33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",65,0
19.2,6,167.6,123,3.92,18.3,1,0,4,4,3440,"car_type_10",65,0
19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",65,0
17.3,8,275.8,228,3.07,17.6,0,0,3,3,3445,"car_type_13",65,1131
21,6,160,110,3.9,16.46,0,1,4,4,2620,"car_type_1",65,0
21.4,4,121,131,4.11,18.6,1,1,4,2,2460,"car_type_32",65,1004
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",65,0
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",65,0
22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",65,0
15.8,8,351,264,4.22,14.5,0,1,5,4,3170,"car_type_29",65,1118
10.4,8,472,205,2.93,17.98,0,0,3,4,5250,"car_type_15",65,0
13.3,8,350,245,3.73,15.41,0,0,3,4,3840,"car_type_24",65,0
21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",65,0
27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",65,0
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",65,0
30.4,4,95.1,149,3.77,16.9,1,1,5,2,1503,"car_type_28",65,0
21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",65,0
15.8,8,351,286,4.22,14.5,0,1,5,4,2969,"car_type_29",65,770
24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",65,0
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",65,0
15,8,301,335,3.54,14.6,0,1,5,8,3570,"car_type_31",65,1204
21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",65,0
14.7,8,440,230,3.23,17.42,0,0,3,4,5345,"car_type_17",65,0
21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",65,0
19.2,6,167.6,123,3.92,18.3,1,0,4,4,3440,"car_type_10",65,0
24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",65,0
10.4,8,472,253,2.93,17.98,0,0,3,4,4811,"car_type_15",65,1068
21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",65,0
30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",65,1096
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",65,0
19.2,8,400,175,3.08,17.05,0,0,3,2,3845,"car_type_25",65,0
21,6,160,127,3.9,16.46,0,1,4,4,2404,"car_type_1",65,909
10.4,8,460,215,3,17.82,0,0,3,4,5424,"car_type_16",65,0
10.4,8,460,254,3,17.82,0,0,3,4,5066,"car_type_16",65,0
18.7,8,360,175,3.15,17.02,0,0,3,2,3440,"car_type_5",65,1063
15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",65,0
24.4,4,146.7,75,3.69,20,1,0,4,2,3042,"car_type_8",65,0
15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",65,0
22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",65,0
15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",65,0
24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",65,0
21,6,160,110,3.9,16.46,0,1,4,4,2620,"car_type_1",65,1225
14.3,8,360,245,3.21,15.84,0,0,3,4,3570,"car_type_7",65,1086
24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",65,0
14.7,8,440,230,3.23,17.42,0,0,3,4,5345,"car_type_17",65,0
14.7,8,440,230,3.23,17.42,0,0,3,4,5345,"car_type_17",65,0
21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",65,0
27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",65,0
21.4,4,121,123,4.11,18.6,1,1,4,2,2461,"car_type_32",65,0
21.4,6,258,110,3.08,19.44,1,0,3,1,3215,"car_type_4",65,0
15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",65,1141
19.2,8,400,175,3.08,17.05,0,0,3,2,3845,"car_type_25",65,0
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",65,1223
19.7,6,145,204,3.62,15.5,0,1,5,6,2790,"car_type_30",65,0
10.4,8,472,205,2.93,17.98,0,0,3,4,5250,"car_type_15",65,0
21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",65,0
15.2,8,275.8,217,3.07,18,0,0,3,3,3309,"car_type_14",65,0
21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",65,0
21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",65,0
22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",65,0
24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",65,0
30.4,4,95.1,137,3.77,16.9,1,1,5,2,1326,"car_type_28",65,0
32.4,4,78.7,73,4.08,19.47,1,1,4,1,1953,"car_type_18",65,801
26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",65,0
17.8,6,167.6,123,3.92,18.9,1,0,4,4,3440,"car_type_11",65,0
32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",65,0
30.4,4,75.7,63,4.93,18.52,1,1,4,2,1469,"car_type_19",65,0
30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",65,0
