"fips","pop","state","mpg","cyl","disp","hp","drat","qsec","vs","am","gear","carb","wt_lbs","id","mod_flag","speed_lim","ticket_amount"
"32",284,"Nevada",21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",FALSE,70,0
"32",284,"Nevada",30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",FALSE,70,0
"32",284,"Nevada",21.4,4,121,137,4.11,18.6,1,1,4,2,2460,"car_type_32",TRUE,70,0
"32",284,"Nevada",21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",FALSE,70,0
"32",284,"Nevada",22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",FALSE,70,943
"32",284,"Nevada",18.1,6,225,105,2.76,20.22,1,0,3,1,3460,"car_type_6",FALSE,70,0
"32",284,"Nevada",30.4,4,95.1,127,3.77,16.9,1,1,5,2,1277,"car_type_28",TRUE,70,848
"32",284,"Nevada",24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",FALSE,70,0
"32",284,"Nevada",15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",FALSE,70,0
"32",284,"Nevada",13.3,8,350,309,3.73,15.41,0,0,3,4,3303,"car_type_24",TRUE,70,1119
"32",284,"Nevada",15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",FALSE,70,0
"32",284,"Nevada",30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",FALSE,70,1027
"32",284,"Nevada",15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",FALSE,70,0
"32",284,"Nevada",21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",FALSE,70,0
"32",284,"Nevada",21,6,160,110,3.9,16.46,0,1,4,4,2620,"car_type_1",FALSE,70,0
"32",284,"Nevada",32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",FALSE,70,0
"32",284,"Nevada",10.4,8,460,262,3,17.82,0,0,3,4,5009,"car_type_16",TRUE,70,1034
"32",284,"Nevada",30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",FALSE,70,0
"32",284,"Nevada",21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",FALSE,70,0
"32",284,"Nevada",15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",FALSE,70,0
"32",284,"Nevada",22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",FALSE,70,0
"32",284,"Nevada",14.7,8,440,230,3.23,17.42,0,0,3,4,5345,"car_type_17",FALSE,70,0
"32",284,"Nevada",30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",FALSE,70,988
"32",284,"Nevada",30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",FALSE,70,0
"32",284,"Nevada",21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",FALSE,70,0
"32",284,"Nevada",21,6,160,147,3.9,17.02,0,1,4,4,2467,"car_type_2",TRUE,70,0
"32",284,"Nevada",15.2,8,275.8,180,3.07,18,0,0,3,3,3780,"car_type_14",FALSE,70,0
"32",284,"Nevada",18.7,8,360,175,3.15,17.02,0,0,3,2,3440,"car_type_5",FALSE,70,0
"32",284,"Nevada",14.7,8,440,230,3.23,17.42,0,0,3,4,5345,"car_type_17",FALSE,70,0
"32",284,"Nevada",21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",FALSE,70,0
"32",284,"Nevada",19.2,6,167.6,123,3.92,18.3,1,0,4,4,3440,"car_type_10",FALSE,70,0
"32",284,"Nevada",15.8,8,351,264,4.22,14.5,0,1,5,4,3170,"car_type_29",FALSE,70,0
"32",284,"Nevada",15,8,301,335,3.54,14.6,0,1,5,8,3570,"car_type_31",FALSE,70,1037
"32",284,"Nevada",32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",FALSE,70,0
"32",284,"Nevada",32.4,4,78.7,76,4.08,19.47,1,1,4,1,2021,"car_type_18",TRUE,70,0
"32",284,"Nevada",32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",FALSE,70,0
"32",284,"Nevada",26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",FALSE,70,0
"32",284,"Nevada",17.3,8,275.8,180,3.07,17.6,0,0,3,3,3730,"car_type_13",FALSE,70,0
"32",284,"Nevada",15.2,8,275.8,180,3.07,18,0,0,3,3,3780,"car_type_14",FALSE,70,0
"32",284,"Nevada",19.2,6,167.6,123,3.92,18.3,1,0,4,4,3440,"car_type_10",FALSE,70,0
"32",284,"Nevada",10.4,8,460,215,3,17.82,0,0,3,4,5424,"car_type_16",FALSE,70,0
"32",284,"Nevada",15.8,8,351,264,4.22,14.5,0,1,5,4,3170,"car_type_29",FALSE,70,1213
"32",284,"Nevada",15.2,8,304,150,3.15,17.3,0,0,3,2,3435,"car_type_23",FALSE,70,0
"32",284,"Nevada",21.4,6,258,140,3.08,19.44,1,0,3,1,2913,"car_type_4",TRUE,70,0
"32",284,"Nevada",22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",FALSE,70,0
"32",284,"Nevada",32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",FALSE,70,0
"32",284,"Nevada",30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",FALSE,70,0
"32",284,"Nevada",32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",FALSE,70,0
"32",284,"Nevada",18.1,6,225,105,2.76,20.22,1,0,3,1,3460,"car_type_6",FALSE,70,0
"32",284,"Nevada",27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",FALSE,70,0
"32",284,"Nevada",33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",FALSE,70,0
"32",284,"Nevada",21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",FALSE,70,0
"32",284,"Nevada",17.3,8,275.8,180,3.07,17.6,0,0,3,3,3730,"car_type_13",FALSE,70,1014
"32",284,"Nevada",18.7,8,360,175,3.15,17.02,0,0,3,2,3440,"car_type_5",FALSE,70,0
"32",284,"Nevada",19.2,8,400,175,3.08,17.05,0,0,3,2,3845,"car_type_25",FALSE,70,0
"32",284,"Nevada",24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",FALSE,70,0
"32",284,"Nevada",15,8,301,389,3.54,14.6,0,1,5,8,3259,"car_type_31",TRUE,70,925
"32",284,"Nevada",18.7,8,360,175,3.15,17.02,0,0,3,2,3440,"car_type_5",FALSE,70,0
"32",284,"Nevada",13.3,8,350,245,3.73,15.41,0,0,3,4,3840,"car_type_24",FALSE,70,0
"32",284,"Nevada",32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",FALSE,70,0
"32",284,"Nevada",32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",FALSE,70,0
"32",284,"Nevada",21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",FALSE,70,0
"32",284,"Nevada",30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",FALSE,70,0
"32",284,"Nevada",33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",FALSE,70,0
"32",284,"Nevada",15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",FALSE,70,0
"32",284,"Nevada",18.1,6,225,105,2.76,20.22,1,0,3,1,3460,"car_type_6",FALSE,70,0
"32",284,"Nevada",30.4,4,95.1,125,3.77,16.9,1,1,5,2,1299,"car_type_28",TRUE,70,810
"32",284,"Nevada",21.5,4,120.1,118,3.7,20.01,1,0,3,1,1996,"car_type_21",TRUE,70,0
"32",284,"Nevada",19.7,6,145,203,3.62,15.5,0,1,5,6,2331,"car_type_30",TRUE,70,920
"32",284,"Nevada",30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",FALSE,70,0
"32",284,"Nevada",13.3,8,350,245,3.73,15.41,0,0,3,4,3840,"car_type_24",FALSE,70,1107
"32",284,"Nevada",18.7,8,360,175,3.15,17.02,0,0,3,2,3440,"car_type_5",FALSE,70,0
"32",284,"Nevada",21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",FALSE,70,0
"32",284,"Nevada",32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",FALSE,70,0
"32",284,"Nevada",22.8,4,108,112,3.85,18.61,1,1,4,1,1981,"car_type_3",TRUE,70,0
"32",284,"Nevada",22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",FALSE,70,0
"32",284,"Nevada",19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",FALSE,70,0
"32",284,"Nevada",30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",FALSE,70,845
"32",284,"Nevada",21,6,160,110,3.9,16.46,0,1,4,4,2620,"car_type_1",FALSE,70,0
"32",284,"Nevada",15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",FALSE,70,0
"32",284,"Nevada",26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",FALSE,70,972
"32",284,"Nevada",30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",FALSE,70,0
"32",284,"Nevada",19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",FALSE,70,0
"32",284,"Nevada",26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",FALSE,70,0
"32",284,"Nevada",33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",FALSE,70,0
"32",284,"Nevada",32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",FALSE,70,0
"32",284,"Nevada",22.8,4,140.8,118,3.92,22.9,1,0,4,2,2692,"car_type_9",TRUE,70,0
"32",284,"Nevada",17.8,6,167.6,123,3.92,18.9,1,0,4,4,3440,"car_type_11",FALSE,70,0
"32",284,"Nevada",19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",FALSE,70,1064
"32",284,"Nevada",32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",FALSE,70,0
"32",284,"Nevada",10.4,8,460,215,3,17.82,0,0,3,4,5424,"car_type_16",FALSE,70,0
"32",284,"Nevada",33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",FALSE,70,0
"32",284,"Nevada",21,6,160,110,3.9,16.46,0,1,4,4,2620,"car_type_1",FALSE,70,0
"32",284,"Nevada",30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",FALSE,70,908
"32",284,"Nevada",27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",FALSE,70,0
"32",284,"Nevada",21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",FALSE,70,0
"32",284,"Nevada",15.2,8,275.8,180,3.07,18,0,0,3,3,3780,"car_type_14",FALSE,70,0
"32",284,"Nevada",21.4,6,258,110,3.08,19.44,1,0,3,1,3215,"car_type_4",FALSE,70,0
"32",284,"Nevada",17.8,6,167.6,123,3.92,18.9,1,0,4,4,3440,"car_type_11",FALSE,70,0
"32",284,"Nevada",33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",FALSE,70,0
"32",284,"Nevada",21,6,160,110,3.9,16.46,0,1,4,4,2620,"car_type_1",FALSE,70,0
"32",284,"Nevada",17.8,6,167.6,151,3.92,18.9,1,0,4,4,3322,"car_type_11",TRUE,70,1058
"32",284,"Nevada",21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",FALSE,70,0
"32",284,"Nevada",22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",FALSE,70,0
"32",284,"Nevada",33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",FALSE,70,0
"32",284,"Nevada",10.4,8,472,205,2.93,17.98,0,0,3,4,5250,"car_type_15",FALSE,70,0
"32",284,"Nevada",24.4,4,146.7,62,3.69,20,1,0,4,2,3190,"car_type_8",FALSE,70,0
"32",284,"Nevada",27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",FALSE,70,0
"32",284,"Nevada",33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",FALSE,70,0
"32",284,"Nevada",17.8,6,167.6,144,3.92,18.9,1,0,4,4,3012,"car_type_11",TRUE,70,949
"32",284,"Nevada",33.9,4,71.1,77,4.22,19.9,1,1,4,1,1677,"car_type_20",TRUE,70,0
"32",284,"Nevada",15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",FALSE,70,0
"32",284,"Nevada",21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",FALSE,70,0
"32",284,"Nevada",32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",FALSE,70,0
"32",284,"Nevada",17.8,6,167.6,123,3.92,18.9,1,0,4,4,3440,"car_type_11",FALSE,70,0
"32",284,"Nevada",10.4,8,472,251,2.93,17.98,0,0,3,4,5009,"car_type_15",TRUE,70,1054
"32",284,"Nevada",21,6,160,110,3.9,16.46,0,1,4,4,2620,"car_type_1",FALSE,70,0
"32",284,"Nevada",19.2,8,400,175,3.08,17.05,0,0,3,2,3845,"car_type_25",FALSE,70,1040
"32",284,"Nevada",17.8,6,167.6,123,3.92,18.9,1,0,4,4,3440,"car_type_11",FALSE,70,0
"32",284,"Nevada",22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",FALSE,70,0
"32",284,"Nevada",30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",FALSE,70,0
"32",284,"Nevada",19.2,8,400,175,3.08,17.05,0,0,3,2,3845,"car_type_25",FALSE,70,0
"32",284,"Nevada",10.4,8,460,215,3,17.82,0,0,3,4,5424,"car_type_16",FALSE,70,0
"32",284,"Nevada",19.2,6,167.6,123,3.92,18.3,1,0,4,4,3440,"car_type_10",FALSE,70,0
"32",284,"Nevada",21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",FALSE,70,0
"32",284,"Nevada",15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",FALSE,70,0
"32",284,"Nevada",22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",FALSE,70,0
"32",284,"Nevada",30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",FALSE,70,984
"32",284,"Nevada",19.2,6,167.6,123,3.92,18.3,1,0,4,4,3440,"car_type_10",FALSE,70,0
"32",284,"Nevada",27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",FALSE,70,0
"32",284,"Nevada",32.4,4,78.7,77,4.08,19.47,1,1,4,1,2033,"car_type_18",TRUE,70,940
"32",284,"Nevada",30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",FALSE,70,0
"32",284,"Nevada",16.4,8,275.8,180,3.07,17.4,0,0,3,3,4070,"car_type_12",FALSE,70,0
"32",284,"Nevada",15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",FALSE,70,0
"32",284,"Nevada",17.3,8,275.8,180,3.07,17.6,0,0,3,3,3730,"car_type_13",FALSE,70,0
"32",284,"Nevada",32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",FALSE,70,0
"32",284,"Nevada",22.8,4,140.8,95,3.92,22.9,1,0,4,2,3150,"car_type_9",FALSE,70,0
"32",284,"Nevada",33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",FALSE,70,0
"32",284,"Nevada",26,4,120.3,91,4.43,16.7,0,1,5,2,2140,"car_type_27",FALSE,70,0
"32",284,"Nevada",32.4,4,78.7,66,4.08,19.47,1,1,4,1,2200,"car_type_18",FALSE,70,0
"32",284,"Nevada",17.3,8,275.8,213,3.07,17.6,0,0,3,3,3594,"car_type_13",TRUE,70,962
"32",284,"Nevada",33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",FALSE,70,0
"32",284,"Nevada",14.3,8,360,245,3.21,15.84,0,0,3,4,3570,"car_type_7",FALSE,70,0
"32",284,"Nevada",19.7,6,145,175,3.62,15.5,0,1,5,6,2770,"car_type_30",FALSE,70,0
"32",284,"Nevada",21.4,6,258,110,3.08,19.44,1,0,3,1,3215,"car_type_4",FALSE,70,0
"32",284,"Nevada",15.8,8,351,264,4.22,14.5,0,1,5,4,3170,"car_type_29",FALSE,70,940
"32",284,"Nevada",14.7,8,440,270,3.23,17.42,0,0,3,4,4926,"car_type_17",TRUE,70,0
"32",284,"Nevada",15.8,8,351,264,4.22,14.5,0,1,5,4,3170,"car_type_29",FALSE,70,1043
"32",284,"Nevada",27.3,4,79,75,4.08,18.9,1,1,4,1,1911,"car_type_26",TRUE,70,0
"32",284,"Nevada",17.8,6,167.6,123,3.92,18.9,1,0,4,4,3440,"car_type_11",FALSE,70,0
"32",284,"Nevada",22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",FALSE,70,0
"32",284,"Nevada",30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",FALSE,70,0
"32",284,"Nevada",21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",FALSE,70,0
"32",284,"Nevada",27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",FALSE,70,0
"32",284,"Nevada",16.4,8,275.8,222,3.07,17.4,0,0,3,3,3536,"car_type_12",TRUE,70,0
"32",284,"Nevada",21,6,160,110,3.9,17.02,0,1,4,4,2875,"car_type_2",FALSE,70,0
"32",284,"Nevada",30.4,4,95.1,133,3.77,16.9,1,1,5,2,1372,"car_type_28",TRUE,70,0
"32",284,"Nevada",16.4,8,275.8,220,3.07,17.4,0,0,3,3,3556,"car_type_12",TRUE,70,1048
"32",284,"Nevada",33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",FALSE,70,0
"32",284,"Nevada",30.4,4,95.1,134,3.77,16.9,1,1,5,2,1270,"car_type_28",TRUE,70,969
"32",284,"Nevada",21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",FALSE,70,0
"32",284,"Nevada",15,8,301,335,3.54,14.6,0,1,5,8,3570,"car_type_31",FALSE,70,809
"32",284,"Nevada",18.7,8,360,175,3.15,17.02,0,0,3,2,3440,"car_type_5",FALSE,70,0
"32",284,"Nevada",21.5,4,120.1,97,3.7,20.01,1,0,3,1,2465,"car_type_21",FALSE,70,0
"32",284,"Nevada",15,8,301,335,3.54,14.6,0,1,5,8,3570,"car_type_31",FALSE,70,0
"32",284,"Nevada",21.5,4,120.1,118,3.7,20.01,1,0,3,1,2181,"car_type_21",TRUE,70,0
"32",284,"Nevada",30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",FALSE,70,0
"32",284,"Nevada",15.2,8,275.8,180,3.07,18,0,0,3,3,3780,"car_type_14",FALSE,70,0
"32",284,"Nevada",18.1,6,225,105,2.76,20.22,1,0,3,1,3460,"car_type_6",FALSE,70,0
"32",284,"Nevada",14.7,8,440,230,3.23,17.42,0,0,3,4,5345,"car_type_17",FALSE,70,755
"32",284,"Nevada",19.7,6,145,215,3.62,15.5,0,1,5,6,2676,"car_type_30",TRUE,70,1053
"32",284,"Nevada",21,6,160,133,3.9,17.02,0,1,4,4,2366,"car_type_2",TRUE,70,0
"32",284,"Nevada",22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",FALSE,70,0
"32",284,"Nevada",33.9,4,71.1,65,4.22,19.9,1,1,4,1,1835,"car_type_20",FALSE,70,0
"32",284,"Nevada",17.8,6,167.6,123,3.92,18.9,1,0,4,4,3440,"car_type_11",FALSE,70,0
"32",284,"Nevada",32.4,4,78.7,78,4.08,19.47,1,1,4,1,1920,"car_type_18",TRUE,70,0
"32",284,"Nevada",22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",FALSE,70,0
"32",284,"Nevada",22.8,4,108,93,3.85,18.61,1,1,4,1,2320,"car_type_3",FALSE,70,0
"32",284,"Nevada",30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",FALSE,70,0
"32",284,"Nevada",15.5,8,318,150,2.76,16.87,0,0,3,2,3520,"car_type_22",FALSE,70,1003
"32",284,"Nevada",30.4,4,95.1,113,3.77,16.9,1,1,5,2,1513,"car_type_28",FALSE,70,1101
"32",284,"Nevada",21,6,160,110,3.9,16.46,0,1,4,4,2620,"car_type_1",FALSE,70,0
"32",284,"Nevada",27.3,4,79,66,4.08,18.9,1,1,4,1,1935,"car_type_26",FALSE,70,0
"32",284,"Nevada",21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",FALSE,70,0
"32",284,"Nevada",21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",FALSE,70,0
"32",284,"Nevada",14.3,8,360,245,3.21,15.84,0,0,3,4,3570,"car_type_7",FALSE,70,0
"32",284,"Nevada",30.4,4,75.7,52,4.93,18.52,1,1,4,2,1615,"car_type_19",FALSE,70,0
"32",284,"Nevada",21.4,4,121,109,4.11,18.6,1,1,4,2,2780,"car_type_32",FALSE,70,0
